rank,distance,filename
1,0.0,10_10_s.bmp
2,2.9912458440776932,10_12_s.bmp
3,4.739728344245873,10_6_s.bmp
4,4.984254560083504,10_14_s.bmp
5,5.073018281857137,19_23_s.bmp
6,5.1812061614342735,10_16_s.bmp
7,5.295906966291901,10_18_s.bmp
8,5.316441854718271,10_11_s.bmp
9,5.3623196457467674,10_27_s.bmp
10,5.382745555894228,10_25_s.bmp
11,5.3850245493880085,10_1_s.bmp
12,5.396395091234431,19_14_s.bmp
13,5.510365809657904,11_9_s.bmp
14,5.614259525207728,10_29_s.bmp
15,5.659120885260076,10_3_s.bmp
