rank,distance,filename
1,0.0,10_10_s.bmp
2,2.4368157421606655,10_11_s.bmp
3,2.6410000074445454,10_14_s.bmp
4,2.6574351302727086,10_6_s.bmp
5,2.769446179326401,10_15_s.bmp
6,2.934108253039376,9_13_s.bmp
7,2.9599393303614385,10_1_s.bmp
8,2.9782830440433177,11_9_s.bmp
9,3.145183099100714,10_12_s.bmp
10,3.2001392877723545,1_27_s.bmp
11,3.2001392877723545,9_15_s.bmp
12,3.227401639948612,10_16_s.bmp
13,3.261775360407716,5_17_s.bmp
14,3.3041847224261365,10_13_s.bmp
15,3.3295140969553607,10_17_s.bmp
