rank,distance,filename
1,0.0,10_10_s.bmp
2,0.746847401600053,9_12_s.bmp
3,0.768671581906545,11_9_s.bmp
4,0.7825954388070118,9_13_s.bmp
5,0.7906578983939879,9_14_s.bmp
6,0.8144661328410838,10_11_s.bmp
7,0.8158951656582747,10_14_s.bmp
8,0.8241496344482107,10_12_s.bmp
9,0.8318956930960871,9_7_s.bmp
10,0.8371511520702202,5_17_s.bmp
11,0.8393822806996553,10_20_s.bmp
12,0.8533676942787369,10_29_s.bmp
13,0.8539397494395065,9_6_s.bmp
14,0.8549063221781323,10_23_s.bmp
15,0.8643348349571398,9_5_s.bmp
