rank,distance,filename
1,0.0,10_10_s.bmp
2,0.91460885075989,9_6_s.bmp
3,0.9216599862144025,9_12_s.bmp
4,0.9284810180789607,9_13_s.bmp
5,0.9378470932074097,1_28_s.bmp
6,0.9463579591969751,9_7_s.bmp
7,0.9519021073714172,9_5_s.bmp
8,0.9626646175030135,10_7_s.bmp
9,0.9721128588132232,9_14_s.bmp
10,0.9821529825841558,1_3_s.bmp
11,0.9861506395662647,10_26_s.bmp
12,0.9932942528720903,10_12_s.bmp
13,0.9976878941798139,10_1_s.bmp
14,1.0074953187442612,9_8_s.bmp
15,1.0077635225242487,19_25_s.bmp
