rank,distance,filename
1,0.0,10_10_s.bmp
2,0.22736918181984775,5_22_s.bmp
3,0.2519135053015967,9_13_s.bmp
4,0.25852106791090834,1_8_s.bmp
5,0.25889051490931225,9_12_s.bmp
6,0.27706539405008995,10_11_s.bmp
7,0.2947226090107732,9_7_s.bmp
8,0.3090553212180563,10_14_s.bmp
9,0.3121775833192849,5_5_s.bmp
10,0.31602009040273454,10_6_s.bmp
11,0.31747893240176783,9_5_s.bmp
12,0.3251604037355104,9_6_s.bmp
13,0.3406314993835301,5_8_s.bmp
14,0.3465747593233966,11_9_s.bmp
15,0.3503389410519866,9_4_s.bmp
