rank,distance,filename
1,0.0,10_10_s.bmp
2,8.872311727860307,9_13_s.bmp
3,8.929297164657346,11_9_s.bmp
4,9.414509940840496,1_1_s.bmp
5,9.635016507927878,17_19_s.bmp
6,9.69760721031631,2_26_s.bmp
7,9.785945836608787,10_20_s.bmp
8,9.792242282145248,10_26_s.bmp
9,9.843968380309443,17_17_s.bmp
10,9.859865883936898,2_28_s.bmp
11,9.861975197782554,9_12_s.bmp
12,9.936532748849137,10_15_s.bmp
13,9.974606260233548,3_2_s.bmp
14,9.999656961400069,2_24_s.bmp
15,10.130486510152009,11_6_s.bmp
