rank,distance,filename
1,0.0,10_10_s.bmp
2,0.34156886758837435,19_17_s.bmp
3,0.342136685390133,19_26_s.bmp
4,0.3476048410877952,5_12_s.bmp
5,0.3491481786243732,10_24_s.bmp
6,0.3511046324102888,3_18_s.bmp
7,0.35219585324449443,16_30_s.bmp
8,0.35224693524396805,10_18_s.bmp
9,0.35369570528857014,17_20_s.bmp
10,0.35381082067826997,19_11_s.bmp
11,0.35433102965310603,10_12_s.bmp
12,0.3590213174670025,15_19_s.bmp
13,0.3598798566874911,9_14_s.bmp
14,0.36157415624632117,19_4_s.bmp
15,0.36252781971913006,14_4_s.bmp
