rank,distance,filename
1,0.0,10_10_s.bmp
2,14.781331051565845,20_16_s.bmp
3,14.839669718982364,19_22_s.bmp
4,14.89204749594689,16_21_s.bmp
5,14.925583890003699,17_21_s.bmp
6,14.986731628298362,3_18_s.bmp
7,14.993927572337741,19_25_s.bmp
8,15.02751471179761,10_27_s.bmp
9,15.147983581330758,14_6_s.bmp
10,15.183732031336516,19_21_s.bmp
11,15.288837686498006,8_29_s.bmp
12,15.340074583676328,12_34_s.bmp
13,15.37397346727149,16_11_s.bmp
14,15.375415458492364,2_24_s.bmp
15,15.409297686615547,16_13_s.bmp
