rank,distance,filename
1,0.0,10_10_s.bmp
2,2.156144655840763,9_13_s.bmp
3,2.3592160944073024,1_8_s.bmp
4,2.367988976717864,9_12_s.bmp
5,2.4261438791665624,11_9_s.bmp
6,2.434504703432127,10_11_s.bmp
7,2.5125247280219383,9_5_s.bmp
8,2.539405439852946,9_7_s.bmp
9,2.580361030692449,1_28_s.bmp
10,2.634762358451132,10_14_s.bmp
11,2.6465735686066054,12_26_s.bmp
12,2.6663328955634675,1_3_s.bmp
13,2.6930423669311905,10_6_s.bmp
14,2.7401771935813515,5_8_s.bmp
15,2.74079272018741,10_15_s.bmp
