rank,distance,filename
1,0.0,10_10_s.bmp
2,2.5253706287923894,10_11_s.bmp
3,2.745347135447118,10_14_s.bmp
4,2.8383570202668813,10_6_s.bmp
5,2.880183142951358,10_15_s.bmp
6,3.075823401390383,10_1_s.bmp
7,3.266763470318469,9_13_s.bmp
8,3.2979744160221696,11_9_s.bmp
9,3.3506456282668644,10_9_s.bmp
10,3.3515934161514664,1_27_s.bmp
11,3.3515934161514664,9_15_s.bmp
12,3.3624879077270426,10_16_s.bmp
13,3.365044293266944,10_12_s.bmp
14,3.435825128955155,10_20_s.bmp
15,3.462214134734572,10_13_s.bmp
