rank,distance,filename
1,0.0,10_10_s.bmp
2,0.5517800864325504,5_10_s.bmp
3,0.577720912282119,16_5_s.bmp
4,0.5832611109596529,19_4_s.bmp
5,0.5898911975488881,10_13_s.bmp
6,0.5931457540874331,19_19_s.bmp
7,0.6011190474672241,10_15_s.bmp
8,0.6026995669518795,16_24_s.bmp
9,0.6045888887237287,5_30_s.bmp
10,0.6053959594336937,1_17_s.bmp
11,0.6064769229151087,16_28_s.bmp
12,0.6091468862858803,10_20_s.bmp
13,0.6158365077618668,10_28_s.bmp
14,0.6161370885906412,10_5_s.bmp
15,0.6189681206110523,10_16_s.bmp
