rank,distance,filename
1,0.0,10_10_s.bmp
2,9.385598530271038,10_15_s.bmp
3,9.41895108973166,10_11_s.bmp
4,9.82627508609937,11_9_s.bmp
5,10.164798282501394,10_14_s.bmp
6,10.602910185570627,1_27_s.bmp
7,10.602910185570627,9_15_s.bmp
8,10.925829619100181,12_26_s.bmp
9,10.968916485393875,10_12_s.bmp
10,10.97436562030648,12_16_s.bmp
11,11.195218594612678,10_5_s.bmp
12,11.207221785893289,11_5_s.bmp
13,11.280864208922708,5_8_s.bmp
14,11.313920917415793,10_1_s.bmp
15,11.32681046254626,5_18_s.bmp
