rank,distance,filename
1,0.0,10_10_s.bmp
2,0.7522878038573786,9_12_s.bmp
3,0.7813589040679989,11_9_s.bmp
4,0.7928578947848222,9_13_s.bmp
5,0.8114972104599061,9_14_s.bmp
6,0.8202763522739921,10_14_s.bmp
7,0.8247451169961058,10_11_s.bmp
8,0.8385883551077854,10_12_s.bmp
9,0.8430375159463391,11_27_s.bmp
10,0.8473000841722489,10_23_s.bmp
11,0.8492153890869197,10_20_s.bmp
12,0.8503806545514708,9_6_s.bmp
13,0.8504887032660199,9_7_s.bmp
14,0.8524358777646396,10_7_s.bmp
15,0.8586405715457508,5_17_s.bmp
