rank,distance,filename
1,0.0,10_10_s.bmp
2,0.6464619090382551,3_18_s.bmp
3,0.6601171640133963,10_12_s.bmp
4,0.6718251496911466,6_29_s.bmp
5,0.6719662056843388,10_20_s.bmp
6,0.6726596618697123,15_20_s.bmp
7,0.6728045628481478,20_12_s.bmp
8,0.6739794794476379,20_3_s.bmp
9,0.6753346080465705,4_3_s.bmp
10,0.6758573088424749,19_4_s.bmp
11,0.6785815093880283,17_21_s.bmp
12,0.6820324921502627,16_10_s.bmp
13,0.6834845812369161,17_18_s.bmp
14,0.6839051601525229,17_26_s.bmp
15,0.6846935155570898,17_20_s.bmp
