rank,distance,filename
1,0.0,10_10_s.bmp
2,2.991057832966437,10_12_s.bmp
3,4.7394356100161135,10_6_s.bmp
4,4.983897051865768,10_14_s.bmp
5,5.0727023937750415,19_23_s.bmp
6,5.180884880592914,10_16_s.bmp
7,5.295629023685478,10_18_s.bmp
8,5.316124400709889,10_11_s.bmp
9,5.362003477686019,10_27_s.bmp
10,5.382373168692341,10_25_s.bmp
11,5.384713975603732,10_1_s.bmp
12,5.396070190444698,19_14_s.bmp
13,5.510052089502139,11_9_s.bmp
14,5.613894523806427,10_29_s.bmp
15,5.658764003963182,10_3_s.bmp
