rank,distance,filename
1,0.0,10_10_s.bmp
2,5.691886353922644,10_11_s.bmp
3,6.324397011266687,10_6_s.bmp
4,6.367575176271122,10_14_s.bmp
5,6.370265216342526,11_9_s.bmp
6,6.4819268227635884,10_15_s.bmp
7,6.7934358178369285,10_1_s.bmp
8,6.7974839774995734,1_27_s.bmp
9,6.7974839774995734,9_15_s.bmp
10,6.985004803765897,5_17_s.bmp
11,7.020412393035592,10_16_s.bmp
12,7.076147464607659,12_26_s.bmp
13,7.12116053217594,5_8_s.bmp
14,7.1621630822784645,10_9_s.bmp
15,7.258461870232139,9_13_s.bmp
