rank,distance,filename
1,0.0,10_10_s.bmp
2,10.974235904042938,13_1_s.bmp
3,11.075996927048235,10_21_s.bmp
4,11.507593351354208,10_11_s.bmp
5,11.522146225569639,10_23_s.bmp
6,11.56590569929927,9_7_s.bmp
7,11.720152743791061,1_1_s.bmp
8,11.819988260941585,12_24_s.bmp
9,11.830034117794044,11_5_s.bmp
10,11.83918499520904,2_28_s.bmp
11,11.839348634175291,2_25_s.bmp
12,11.88049034778075,12_21_s.bmp
13,11.88505546419829,10_26_s.bmp
14,11.940679390883252,2_26_s.bmp
15,11.991733811794882,11_27_s.bmp
