rank,distance,filename
1,0.0,10_10_s.bmp
2,0.10750544631866213,10_12_s.bmp
3,0.11924647791149541,10_29_s.bmp
4,0.13494818479252801,9_14_s.bmp
5,0.13593441364285566,10_7_s.bmp
6,0.13729876021792578,10_11_s.bmp
7,0.1382609927969822,5_22_s.bmp
8,0.13842510981123116,9_12_s.bmp
9,0.13956258925631393,10_14_s.bmp
10,0.14027954613182375,1_2_s.bmp
11,0.14091529817042012,9_6_s.bmp
12,0.14750012917843872,5_17_s.bmp
13,0.15107436978796818,5_3_s.bmp
14,0.15389845901824414,2_5_s.bmp
15,0.15474818409748342,9_7_s.bmp
