rank,distance,filename
1,0.0,10_10_s.bmp
2,0.3697017486392319,9_12_s.bmp
3,0.394521630587092,10_14_s.bmp
4,0.39605512851707875,5_22_s.bmp
5,0.3966136428879051,9_13_s.bmp
6,0.40106219717659625,10_11_s.bmp
7,0.40301464947160154,10_12_s.bmp
8,0.4049050366960858,9_7_s.bmp
9,0.42850664159375595,9_6_s.bmp
10,0.4385552715424193,1_8_s.bmp
11,0.4388783934156943,9_5_s.bmp
12,0.44127347870986355,1_3_s.bmp
13,0.44239203999783716,11_9_s.bmp
14,0.44791641962668527,9_14_s.bmp
15,0.45384483161873995,9_4_s.bmp
