rank,distance,filename
1,0.0,10_10_s.bmp
2,0.06560875059517267,10_12_s.bmp
3,0.0703782382200133,10_29_s.bmp
4,0.08295221786077016,10_7_s.bmp
5,0.08323091957448318,1_2_s.bmp
6,0.08824750647528301,9_14_s.bmp
7,0.08958853519633185,10_14_s.bmp
8,0.09246538262451899,2_23_s.bmp
9,0.09251146328046414,9_12_s.bmp
10,0.09273500100681988,5_17_s.bmp
11,0.09285436194230286,9_6_s.bmp
12,0.09335383519487994,10_27_s.bmp
13,0.09460251576130314,10_3_s.bmp
14,0.09468810330863221,14_11_s.bmp
15,0.0953661407272668,10_11_s.bmp
