rank,distance,filename
1,0.0,10_10_s.bmp
2,2.2433052068441617,9_13_s.bmp
3,2.445671567702374,1_8_s.bmp
4,2.4809716563903432,9_12_s.bmp
5,2.490165692255842,10_11_s.bmp
6,2.499524666373925,11_9_s.bmp
7,2.6100093592832225,9_5_s.bmp
8,2.6625572600187883,1_28_s.bmp
9,2.6768498188317036,9_7_s.bmp
10,2.697910637294191,10_14_s.bmp
11,2.706936555477779,12_26_s.bmp
12,2.7764323715027057,10_6_s.bmp
13,2.781744954826581,1_3_s.bmp
14,2.8010396724795257,10_15_s.bmp
15,2.8011899968413667,12_15_s.bmp
