rank,distance,filename
1,0.0,10_10_s.bmp
2,11.157340196188544,9_6_s.bmp
3,11.719809090817769,10_26_s.bmp
4,11.730569659105827,2_18_s.bmp
5,11.989049154137323,2_16_s.bmp
6,12.079220502913685,9_8_s.bmp
7,12.112090028374427,10_7_s.bmp
8,12.325137041192194,1_6_s.bmp
9,12.341507769789734,10_1_s.bmp
10,12.383102883893871,1_4_s.bmp
11,12.56725983581579,2_7_s.bmp
12,12.627493116574977,1_28_s.bmp
13,12.66308201969383,12_24_s.bmp
14,12.738840773479668,2_23_s.bmp
15,12.766772690589175,12_21_s.bmp
