rank,distance,filename
1,0.0,10_10_s.bmp
2,7.303281038949319,10_12_s.bmp
3,7.615501088743506,10_11_s.bmp
4,7.631256493240586,10_25_s.bmp
5,7.728148738910909,10_27_s.bmp
6,7.806365711791012,10_7_s.bmp
7,7.819934366863852,11_9_s.bmp
8,7.940668251076216,10_21_s.bmp
9,7.984446871679656,10_13_s.bmp
10,8.028586682697801,10_16_s.bmp
11,8.079028345627936,10_32_s.bmp
12,8.143452745736692,10_14_s.bmp
13,8.222933765364893,10_29_s.bmp
14,8.395590852160062,10_26_s.bmp
15,8.397381215314185,10_24_s.bmp
