rank,distance,filename
1,0.0,10_10_s.bmp
2,0.08857182381082608,17_21_s.bmp
3,0.08917531491607034,19_4_s.bmp
4,0.09026581813088817,19_16_s.bmp
5,0.09070607272443228,7_30_s.bmp
6,0.09085768272859716,10_27_s.bmp
7,0.09086217368756362,10_18_s.bmp
8,0.09140627007981907,3_18_s.bmp
9,0.09143433048029782,15_19_s.bmp
10,0.09177473716539955,16_11_s.bmp
11,0.09180123215169543,10_12_s.bmp
12,0.09207185258097149,5_6_s.bmp
13,0.0921540331327847,15_11_s.bmp
14,0.09236521837019532,17_26_s.bmp
15,0.09239780879409536,16_21_s.bmp
